"row","city","country","buildings","highrises","population","url","page_num","timestamp"
668,"Mississauga","Canada","325","297","713,443","http://skyscraperpage.com/cities/?s=0&c=2&p=13&r=50&10=0",14,2018-12-05 21:49:26
669,"Moncton","Canada","10","6","69,074","http://skyscraperpage.com/cities/?s=0&c=2&p=13&r=50&10=0",14,2018-12-05 21:49:26
670,"Montreal","Canada","847","697","1,649,519","http://skyscraperpage.com/cities/?s=0&c=2&p=13&r=50&10=0",14,2018-12-05 21:49:26
671,"Murdochville","Canada","no data","no data","764","http://skyscraperpage.com/cities/?s=0&c=2&p=13&r=50&10=0",14,2018-12-05 21:49:26
672,"Nanaimo","Canada","10","4","83,810","http://skyscraperpage.com/cities/?s=0&c=2&p=13&r=50&10=0",14,2018-12-05 21:49:26
673,"Nelson","Canada","no data","no data","10,230","http://skyscraperpage.com/cities/?s=0&c=2&p=13&r=50&10=0",14,2018-12-05 21:49:26
674,"New Westminster","Canada","90","80","65,976","http://skyscraperpage.com/cities/?s=0&c=2&p=13&r=50&10=0",14,2018-12-05 21:49:26
675,"Newmarket","Canada","7","5","79,978","http://skyscraperpage.com/cities/?s=0&c=2&p=13&r=50&10=0",14,2018-12-05 21:49:26
676,"Niagara Falls","Canada","22","15","82,997","http://skyscraperpage.com/cities/?s=0&c=2&p=13&r=50&10=0",14,2018-12-05 21:49:26
677,"Norfolk","Canada","no data","no data","63,175","http://skyscraperpage.com/cities/?s=0&c=2&p=13&r=50&10=0",14,2018-12-05 21:49:26
678,"North Battleford","Canada","3","no data",,"http://skyscraperpage.com/cities/?s=0&c=2&p=13&r=50&10=0",14,2018-12-05 21:49:26
679,"North Bay","Canada","3","3","53,651","http://skyscraperpage.com/cities/?s=0&c=2&p=13&r=50&10=0",14,2018-12-05 21:49:26
680,"North Saanich","Canada","no data","no data",,"http://skyscraperpage.com/cities/?s=0&c=2&p=13&r=50&10=0",14,2018-12-05 21:49:26
681,"North Vancouver","Canada","80","66","132,608","http://skyscraperpage.com/cities/?s=0&c=2&p=13&r=50&10=0",14,2018-12-05 21:49:26
682,"Oak Bay","Canada","8","no data","18,015","http://skyscraperpage.com/cities/?s=0&c=2&p=13&r=50&10=0",14,2018-12-05 21:49:26
683,"Oakville","Canada","49","42","182,520","http://skyscraperpage.com/cities/?s=0&c=2&p=13&r=50&10=0",14,2018-12-05 21:49:26
684,"Oil Springs","Canada","no data","no data","704","http://skyscraperpage.com/cities/?s=0&c=2&p=13&r=50&10=0",14,2018-12-05 21:49:26
685,"Orangeville","Canada","1","no data","27,975","http://skyscraperpage.com/cities/?s=0&c=2&p=13&r=50&10=0",14,2018-12-05 21:49:26
686,"Oshawa","Canada","21","17","149,607","http://skyscraperpage.com/cities/?s=0&c=2&p=13&r=50&10=0",14,2018-12-05 21:49:26
687,"Ottawa","Canada","500","415","883,391","http://skyscraperpage.com/cities/?s=0&c=2&p=13&r=50&10=0",14,2018-12-05 21:49:26
688,"Owen Sound","Canada","no data","no data","21,688","http://skyscraperpage.com/cities/?s=0&c=2&p=13&r=50&10=0",14,2018-12-05 21:49:26
689,"Paris","Canada","no data","no data","11,763","http://skyscraperpage.com/cities/?s=0&c=2&p=13&r=50&10=0",14,2018-12-05 21:49:26
690,"Paris","Canada","no data","no data","11,763","http://skyscraperpage.com/cities/?s=0&c=2&p=13&r=50&10=0",14,2018-12-05 21:49:26
691,"Parksville","Canada","2","no data","17,743","http://skyscraperpage.com/cities/?s=0&c=2&p=13&r=50&10=0",14,2018-12-05 21:49:26
692,"Penticton","Canada","10","2","32,877","http://skyscraperpage.com/cities/?s=0&c=2&p=13&r=50&10=0",14,2018-12-05 21:49:26
693,"Peterborough","Canada","9","9","78,698","http://skyscraperpage.com/cities/?s=0&c=2&p=13&r=50&10=0",14,2018-12-05 21:49:26
694,"Pickering","Canada","9","9","88,721","http://skyscraperpage.com/cities/?s=0&c=2&p=13&r=50&10=0",14,2018-12-05 21:49:26
695,"Pitt Meadows","Canada","2","no data","17,736","http://skyscraperpage.com/cities/?s=0&c=2&p=13&r=50&10=0",14,2018-12-05 21:49:26
696,"Port Alberni","Canada","2","1","17,743","http://skyscraperpage.com/cities/?s=0&c=2&p=13&r=50&10=0",14,2018-12-05 21:49:26
697,"Port Colborne","Canada","no data","no data","18,424","http://skyscraperpage.com/cities/?s=0&c=2&p=13&r=50&10=0",14,2018-12-05 21:49:26
698,"Port Coquitlam","Canada","3","1","56,342","http://skyscraperpage.com/cities/?s=0&c=2&p=13&r=50&10=0",14,2018-12-05 21:49:26
699,"Port Moody","Canada","11","10","32,975","http://skyscraperpage.com/cities/?s=0&c=2&p=13&r=50&10=0",14,2018-12-05 21:49:26
700,"Portugal Cove South","Canada","no data","no data","160","http://skyscraperpage.com/cities/?s=0&c=2&p=13&r=50&10=0",14,2018-12-05 21:49:26
701,"Prince Albert","Canada","3","3","35,129","http://skyscraperpage.com/cities/?s=0&c=2&p=14&r=50&10=0",15,2018-12-05 21:49:27
702,"Prince George","Canada","7","4","71,974","http://skyscraperpage.com/cities/?s=0&c=2&p=14&r=50&10=0",15,2018-12-05 21:49:27
703,"Prince Rupert","Canada","2","1","12,508","http://skyscraperpage.com/cities/?s=0&c=2&p=14&r=50&10=0",15,2018-12-05 21:49:27
704,"QuÃ©bec","Canada","90","67","516,622","http://skyscraperpage.com/cities/?s=0&c=2&p=14&r=50&10=0",15,2018-12-05 21:49:27
705,"Quinte West","Canada","1","1","43,086","http://skyscraperpage.com/cities/?s=0&c=2&p=14&r=50&10=0",15,2018-12-05 21:49:27
706,"Red Deer","Canada","3","3","90,564","http://skyscraperpage.com/cities/?s=0&c=2&p=14&r=50&10=0",15,2018-12-05 21:49:27
707,"Regina","Canada","56","45","193,100","http://skyscraperpage.com/cities/?s=0&c=2&p=14&r=50&10=0",15,2018-12-05 21:49:27
708,"Repentigny","Canada","5","5","82,000","http://skyscraperpage.com/cities/?s=0&c=2&p=14&r=50&10=0",15,2018-12-05 21:49:27
709,"Richmond","Canada","131","123","190,473","http://skyscraperpage.com/cities/?s=0&c=2&p=14&r=50&10=0",15,2018-12-05 21:49:27
710,"Richmond Hill","Canada","51","42","185,541","http://skyscraperpage.com/cities/?s=0&c=2&p=14&r=50&10=0",15,2018-12-05 21:49:27
711,"Rimouski","Canada","3","3","46,860","http://skyscraperpage.com/cities/?s=0&c=2&p=14&r=50&10=0",15,2018-12-05 21:49:27
712,"RiviÃ¨re-Rouge","Canada","1","1","4,645","http://skyscraperpage.com/cities/?s=0&c=2&p=14&r=50&10=0",15,2018-12-05 21:49:27
713,"Saanich","Canada","14","no data","109,752","http://skyscraperpage.com/cities/?s=0&c=2&p=14&r=50&10=0",15,2018-12-05 21:49:27
714,"Saguenay","Canada","8","6","144,746","http://skyscraperpage.com/cities/?s=0&c=2&p=14&r=50&10=0",15,2018-12-05 21:49:27
715,"Saint John","Canada","13","9","70,063","http://skyscraperpage.com/cities/?s=0&c=2&p=14&r=50&10=0",15,2018-12-05 21:49:27
716,"Saint-Hyacinthe","Canada","2","2","53,236","http://skyscraperpage.com/cities/?s=0&c=2&p=14&r=50&10=0",15,2018-12-05 21:49:27
717,"Saint-Jean-sur-Richelieu","Canada","2","2","92,394","http://skyscraperpage.com/cities/?s=0&c=2&p=14&r=50&10=0",15,2018-12-05 21:49:27
718,"Saint-JÃ©rÃ´me","Canada","1","no data","68,456","http://skyscraperpage.com/cities/?s=0&c=2&p=14&r=50&10=0",15,2018-12-05 21:49:27
719,"Saint-Lambert","Canada","9","6","21,555","http://skyscraperpage.com/cities/?s=0&c=2&p=14&r=50&10=0",15,2018-12-05 21:49:27
720,"Sarnia","Canada","19","11","72,366","http://skyscraperpage.com/cities/?s=0&c=2&p=14&r=50&10=0",15,2018-12-05 21:49:27
721,"Saskatoon","Canada","55","44","222,189","http://skyscraperpage.com/cities/?s=0&c=2&p=14&r=50&10=0",15,2018-12-05 21:49:27
722,"Sault Ste. Marie","Canada","10","5","75,141","http://skyscraperpage.com/cities/?s=0&c=2&p=14&r=50&10=0",15,2018-12-05 21:49:27
723,"Sayabec","Canada","1","no data","1,864","http://skyscraperpage.com/cities/?s=0&c=2&p=14&r=50&10=0",15,2018-12-05 21:49:27
724,"Selkirk","Canada","no data","no data","9,834","http://skyscraperpage.com/cities/?s=0&c=2&p=14&r=50&10=0",15,2018-12-05 21:49:27
725,"Shawinigan","Canada","no data","no data","50,060","http://skyscraperpage.com/cities/?s=0&c=2&p=14&r=50&10=0",15,2018-12-05 21:49:27
726,"Shelburne","Canada","no data","no data","4,408","http://skyscraperpage.com/cities/?s=0&c=2&p=14&r=50&10=0",15,2018-12-05 21:49:27
727,"Sherbrooke","Canada","7","7","154,601","http://skyscraperpage.com/cities/?s=0&c=2&p=14&r=50&10=0",15,2018-12-05 21:49:27
728,"Shuniah","Canada","no data","no data","2,737","http://skyscraperpage.com/cities/?s=0&c=2&p=14&r=50&10=0",15,2018-12-05 21:49:27
729,"Sidney","Canada","1","no data","11,178","http://skyscraperpage.com/cities/?s=0&c=2&p=14&r=50&10=0",15,2018-12-05 21:49:27
730,"Sooke","Canada","no data","no data","11,435","http://skyscraperpage.com/cities/?s=0&c=2&p=14&r=50&10=0",15,2018-12-05 21:49:27
731,"Sorel-Tracy","Canada","no data","no data","34,600","http://skyscraperpage.com/cities/?s=0&c=2&p=14&r=50&10=0",15,2018-12-05 21:49:27
732,"Souris","Canada","no data","no data","1,837","http://skyscraperpage.com/cities/?s=0&c=2&p=14&r=50&10=0",15,2018-12-05 21:49:27
733,"South-West Oxford","Canada","no data","no data","7,544","http://skyscraperpage.com/cities/?s=0&c=2&p=14&r=50&10=0",15,2018-12-05 21:49:27
734,"Spruce Grove","Canada","1","no data","26,171","http://skyscraperpage.com/cities/?s=0&c=2&p=14&r=50&10=0",15,2018-12-05 21:49:27
735,"Squamish","Canada","no data","no data","17,158","http://skyscraperpage.com/cities/?s=0&c=2&p=14&r=50&10=0",15,2018-12-05 21:49:27
736,"St. Albert","Canada","no data","no data","61,466","http://skyscraperpage.com/cities/?s=0&c=2&p=14&r=50&10=0",15,2018-12-05 21:49:27
737,"St. Catharines","Canada","31","26","131,400","http://skyscraperpage.com/cities/?s=0&c=2&p=14&r=50&10=0",15,2018-12-05 21:49:27
738,"St. John's","Canada","39","15","106,172","http://skyscraperpage.com/cities/?s=0&c=2&p=14&r=50&10=0",15,2018-12-05 21:49:27
739,"St. Thomas","Canada","4","3","37,905","http://skyscraperpage.com/cities/?s=0&c=2&p=14&r=50&10=0",15,2018-12-05 21:49:27
740,"Stratford","Canada","no data","no data","30,886","http://skyscraperpage.com/cities/?s=0&c=2&p=14&r=50&10=0",15,2018-12-05 21:49:27
741,"Surrey","Canada","33","32","468,251","http://skyscraperpage.com/cities/?s=0&c=2&p=14&r=50&10=0",15,2018-12-05 21:49:27
742,"Terrebonne","Canada","no data","no data","106,322","http://skyscraperpage.com/cities/?s=0&c=2&p=14&r=50&10=0",15,2018-12-05 21:49:27
743,"Thetford Mines","Canada","no data","no data","25,709","http://skyscraperpage.com/cities/?s=0&c=2&p=14&r=50&10=0",15,2018-12-05 21:49:27
744,"Thompson","Canada","1","no data","12,829","http://skyscraperpage.com/cities/?s=0&c=2&p=14&r=50&10=0",15,2018-12-05 21:49:27
745,"Thunder Bay","Canada","13","3","108,359","http://skyscraperpage.com/cities/?s=0&c=2&p=14&r=50&10=0",15,2018-12-05 21:49:27
746,"Timmins","Canada","1","1","43,165","http://skyscraperpage.com/cities/?s=0&c=2&p=14&r=50&10=0",15,2018-12-05 21:49:27
747,"Toronto","Canada","2,481","2,307","2,615,060","http://skyscraperpage.com/cities/?s=0&c=2&p=14&r=50&10=0",15,2018-12-05 21:49:27
748,"Trois RiviÃ¨res","Canada","4","4","131,338","http://skyscraperpage.com/cities/?s=0&c=2&p=14&r=50&10=0",15,2018-12-05 21:49:27
749,"Vancouver","Canada","925","735","616,537","http://skyscraperpage.com/cities/?s=0&c=2&p=14&r=50&10=0",15,2018-12-05 21:49:27
750,"Vaughan","Canada","46","45","288,301","http://skyscraperpage.com/cities/?s=0&c=2&p=14&r=50&10=0",15,2018-12-05 21:49:27
751,"Victoria","Canada","198","59","80,017","http://skyscraperpage.com/cities/?s=0&c=2&p=15&r=50&10=0",16,2018-12-05 21:49:28
752,"View Royal","Canada","no data","no data",,"http://skyscraperpage.com/cities/?s=0&c=2&p=15&r=50&10=0",16,2018-12-05 21:49:28
753,"Waterloo","Canada","71","56","98,780","http://skyscraperpage.com/cities/?s=0&c=2&p=15&r=50&10=0",16,2018-12-05 21:49:28
754,"Welland","Canada","3","no data","50,631","http://skyscraperpage.com/cities/?s=0&c=2&p=15&r=50&10=0",16,2018-12-05 21:49:28
755,"West Vancouver","Canada","52","32","42,694","http://skyscraperpage.com/cities/?s=0&c=2&p=15&r=50&10=0",16,2018-12-05 21:49:28
756,"Whistler","Canada","8","2","9,824","http://skyscraperpage.com/cities/?s=0&c=2&p=15&r=50&10=0",16,2018-12-05 21:49:28
757,"Whitby","Canada","11","10","122,022","http://skyscraperpage.com/cities/?s=0&c=2&p=15&r=50&10=0",16,2018-12-05 21:49:28
758,"White Rock","Canada","5","5","19,339","http://skyscraperpage.com/cities/?s=0&c=2&p=15&r=50&10=0",16,2018-12-05 21:49:28
759,"Whitehorse","Canada","no data","no data","23,267","http://skyscraperpage.com/cities/?s=0&c=2&p=15&r=50&10=0",16,2018-12-05 21:49:28
760,"Windsor","Canada","65","52","217,188","http://skyscraperpage.com/cities/?s=0&c=2&p=15&r=50&10=0",16,2018-12-05 21:49:28
761,"Winnipeg","Canada","194","153","663,617","http://skyscraperpage.com/cities/?s=0&c=2&p=15&r=50&10=0",16,2018-12-05 21:49:28
762,"Woodstock","Canada","5","no data","37,754","http://skyscraperpage.com/cities/?s=0&c=2&p=15&r=50&10=0",16,2018-12-05 21:49:28
763,"Yarmouth","Canada","no data","no data","10,105","http://skyscraperpage.com/cities/?s=0&c=2&p=15&r=50&10=0",16,2018-12-05 21:49:28
764,"Yellowknife","Canada","10","8","19,234","http://skyscraperpage.com/cities/?s=0&c=2&p=15&r=50&10=0",16,2018-12-05 21:49:28
765,"Bangui","Central African Republic","1","1","542,393","http://skyscraperpage.com/cities/?s=0&c=2&p=15&r=50&10=0",16,2018-12-05 21:49:28
766,"Algarrobo","Chile","13","13","10,519","http://skyscraperpage.com/cities/?s=0&c=2&p=15&r=50&10=0",16,2018-12-05 21:49:28
767,"Alto Hospicio","Chile","6","6","118,413","http://skyscraperpage.com/cities/?s=0&c=2&p=15&r=50&10=0",16,2018-12-05 21:49:28
768,"Antofagasta","Chile","23","23","296,905","http://skyscraperpage.com/cities/?s=0&c=2&p=15&r=50&10=0",16,2018-12-05 21:49:28
769,"Arica","Chile","4","4","210,216","http://skyscraperpage.com/cities/?s=0&c=2&p=15&r=50&10=0",16,2018-12-05 21:49:28
770,"Calama","Chile","3","3","138,402","http://skyscraperpage.com/cities/?s=0&c=2&p=15&r=50&10=0",16,2018-12-05 21:49:28
771,"Coihaique","Chile","no data","no data",,"http://skyscraperpage.com/cities/?s=0&c=2&p=15&r=50&10=0",16,2018-12-05 21:49:28
772,"ConcepciÃ³n","Chile","25","25","225,158","http://skyscraperpage.com/cities/?s=0&c=2&p=15&r=50&10=0",16,2018-12-05 21:49:28
773,"ConcÃ³n","Chile","2","2","32,273","http://skyscraperpage.com/cities/?s=0&c=2&p=15&r=50&10=0",16,2018-12-05 21:49:28
774,"Copiapo","Chile","10","10","153,937","http://skyscraperpage.com/cities/?s=0&c=2&p=15&r=50&10=0",16,2018-12-05 21:49:28
775,"Coquimbo","Chile","8","8","163,036","http://skyscraperpage.com/cities/?s=0&c=2&p=15&r=50&10=0",16,2018-12-05 21:49:28
776,"Iquique","Chile","51","51","216,419","http://skyscraperpage.com/cities/?s=0&c=2&p=15&r=50&10=0",16,2018-12-05 21:49:28
777,"La Serena","Chile","10","10","221,054","http://skyscraperpage.com/cities/?s=0&c=2&p=15&r=50&10=0",16,2018-12-05 21:49:28
778,"Los Angeles","Chile","1","1","186,671","http://skyscraperpage.com/cities/?s=0&c=2&p=15&r=50&10=0",16,2018-12-05 21:49:28
779,"Los Vilos","Chile","no data","no data","17,453","http://skyscraperpage.com/cities/?s=0&c=2&p=15&r=50&10=0",16,2018-12-05 21:49:28
780,"Osorno","Chile","3","3",,"http://skyscraperpage.com/cities/?s=0&c=2&p=15&r=50&10=0",16,2018-12-05 21:49:28
781,"PucÃ³n","Chile","2","2","22,081","http://skyscraperpage.com/cities/?s=0&c=2&p=15&r=50&10=0",16,2018-12-05 21:49:28
782,"Puerto Montt","Chile","9","9",,"http://skyscraperpage.com/cities/?s=0&c=2&p=15&r=50&10=0",16,2018-12-05 21:49:28
783,"Punta Arenas","Chile","4","3","127,454","http://skyscraperpage.com/cities/?s=0&c=2&p=15&r=50&10=0",16,2018-12-05 21:49:28
784,"Rancagua","Chile","3","3",,"http://skyscraperpage.com/cities/?s=0&c=2&p=15&r=50&10=0",16,2018-12-05 21:49:28
785,"San Pedro de la Paz","Chile","11","11","131,808","http://skyscraperpage.com/cities/?s=0&c=2&p=15&r=50&10=0",16,2018-12-05 21:49:28
786,"Santiago","Chile","186","183","200,792","http://skyscraperpage.com/cities/?s=0&c=2&p=15&r=50&10=0",16,2018-12-05 21:49:28
787,"Talca","Chile","6","6",,"http://skyscraperpage.com/cities/?s=0&c=2&p=15&r=50&10=0",16,2018-12-05 21:49:28
788,"Temuco","Chile","34","33","245,347","http://skyscraperpage.com/cities/?s=0&c=2&p=15&r=50&10=0",16,2018-12-05 21:49:28
789,"Valdivia","Chile","1","1",,"http://skyscraperpage.com/cities/?s=0&c=2&p=15&r=50&10=0",16,2018-12-05 21:49:28
790,"Valparaiso","Chile","9","9","275,982","http://skyscraperpage.com/cities/?s=0&c=2&p=15&r=50&10=0",16,2018-12-05 21:49:28
791,"ViÃ±a del Mar","Chile","23","23","286,931","http://skyscraperpage.com/cities/?s=0&c=2&p=15&r=50&10=0",16,2018-12-05 21:49:28
792,"Aksu","China","no data","no data","2,190,000","http://skyscraperpage.com/cities/?s=0&c=2&p=15&r=50&10=0",16,2018-12-05 21:49:28
793,"Alar","China","no data","no data","240,000","http://skyscraperpage.com/cities/?s=0&c=2&p=15&r=50&10=0",16,2018-12-05 21:49:28
794,"Altay","China","no data","no data","620,000","http://skyscraperpage.com/cities/?s=0&c=2&p=15&r=50&10=0",16,2018-12-05 21:49:28
795,"Alxa","China","no data","no data","180,000","http://skyscraperpage.com/cities/?s=0&c=2&p=15&r=50&10=0",16,2018-12-05 21:49:28
796,"Ankang","China","no data","no data","2,950,000","http://skyscraperpage.com/cities/?s=0&c=2&p=15&r=50&10=0",16,2018-12-05 21:49:28
797,"Anqing","China","no data","no data","6,040,000","http://skyscraperpage.com/cities/?s=0&c=2&p=15&r=50&10=0",16,2018-12-05 21:49:28
798,"Anshan","China","2","2","3,442,000","http://skyscraperpage.com/cities/?s=0&c=2&p=15&r=50&10=0",16,2018-12-05 21:49:28
799,"Anyang","China","7","7","5,250,000","http://skyscraperpage.com/cities/?s=0&c=2&p=15&r=50&10=0",16,2018-12-05 21:49:28
800,"Baicheng","China","no data","no data","2,000,000","http://skyscraperpage.com/cities/?s=0&c=2&p=15&r=50&10=0",16,2018-12-05 21:49:28
801,"Baise","China","no data","no data","3,690,000","http://skyscraperpage.com/cities/?s=0&c=2&p=16&r=50&10=0",17,2018-12-05 21:49:29
802,"Baishan","China","no data","no data","1,330,000","http://skyscraperpage.com/cities/?s=0&c=2&p=16&r=50&10=0",17,2018-12-05 21:49:29
803,"Baiyin","China","no data","no data","1,740,000","http://skyscraperpage.com/cities/?s=0&c=2&p=16&r=50&10=0",17,2018-12-05 21:49:29
804,"Baoding","China","6","6","635,000","http://skyscraperpage.com/cities/?s=0&c=2&p=16&r=50&10=0",17,2018-12-05 21:49:29
805,"Baoji","China","4","4","3,680,000","http://skyscraperpage.com/cities/?s=0&c=2&p=16&r=50&10=0",17,2018-12-05 21:49:29
806,"Baoshan","China","no data","no data","2,370,000","http://skyscraperpage.com/cities/?s=0&c=2&p=16&r=50&10=0",17,2018-12-05 21:49:29
807,"Baotou","China","3","3","2,080,000","http://skyscraperpage.com/cities/?s=0&c=2&p=16&r=50&10=0",17,2018-12-05 21:49:29
808,"Bayingholin Mongol AP","China","no data","no data","1,130,000","http://skyscraperpage.com/cities/?s=0&c=2&p=16&r=50&10=0",17,2018-12-05 21:49:29
809,"Baynnur","China","no data","no data","1,740,000","http://skyscraperpage.com/cities/?s=0&c=2&p=16&r=50&10=0",17,2018-12-05 21:49:29
810,"Bazhong","China","no data","no data","3,540,000","http://skyscraperpage.com/cities/?s=0&c=2&p=16&r=50&10=0",17,2018-12-05 21:49:29
811,"Beihai","China","39","39","1,470,000","http://skyscraperpage.com/cities/?s=0&c=2&p=16&r=50&10=0",17,2018-12-05 21:49:29
812,"Beijing","China","364","338","7,602,069","http://skyscraperpage.com/cities/?s=0&c=2&p=16&r=50&10=0",17,2018-12-05 21:49:29
813,"Bengbu","China","no data","no data","3,430,000","http://skyscraperpage.com/cities/?s=0&c=2&p=16&r=50&10=0",17,2018-12-05 21:49:29
814,"Benxi","China","1","1","1,570,000","http://skyscraperpage.com/cities/?s=0&c=2&p=16&r=50&10=0",17,2018-12-05 21:49:29
815,"Bijie","China","no data","no data","6,980,000","http://skyscraperpage.com/cities/?s=0&c=2&p=16&r=50&10=0",17,2018-12-05 21:49:29
816,"Binzhou","China","no data","no data","3,640,000","http://skyscraperpage.com/cities/?s=0&c=2&p=16&r=50&10=0",17,2018-12-05 21:49:29
817,"Bortala Mongol AP","China","no data","no data","4,400,000","http://skyscraperpage.com/cities/?s=0&c=2&p=16&r=50&10=0",17,2018-12-05 21:49:29
818,"Bozhou","China","no data","no data","5,350,000","http://skyscraperpage.com/cities/?s=0&c=2&p=16&r=50&10=0",17,2018-12-05 21:49:29
819,"Cangzhou","China","no data","no data","6,770,000","http://skyscraperpage.com/cities/?s=0&c=2&p=16&r=50&10=0",17,2018-12-05 21:49:29
820,"Changchun","China","16","14","7,130,000","http://skyscraperpage.com/cities/?s=0&c=2&p=16&r=50&10=0",17,2018-12-05 21:49:29
821,"Changde","China","no data","no data","6,000,000","http://skyscraperpage.com/cities/?s=0&c=2&p=16&r=50&10=0",17,2018-12-05 21:49:29
822,"Changji Hui AP","China","no data","no data","1,598,200","http://skyscraperpage.com/cities/?s=0&c=2&p=16&r=50&10=0",17,2018-12-05 21:49:29
823,"Changsha","China","45","45","6,020,000","http://skyscraperpage.com/cities/?s=0&c=2&p=16&r=50&10=0",17,2018-12-05 21:49:29
824,"Changshu","China","no data","no data","1,047,700","http://skyscraperpage.com/cities/?s=0&c=2&p=16&r=50&10=0",17,2018-12-05 21:49:29
825,"Changzhi","China","no data","no data","3,160,000","http://skyscraperpage.com/cities/?s=0&c=2&p=16&r=50&10=0",17,2018-12-05 21:49:29
826,"Changzhou","China","10","9","3,489,600","http://skyscraperpage.com/cities/?s=0&c=2&p=16&r=50&10=0",17,2018-12-05 21:49:29
